,Sexo,codPr,Provincias,Periodo,Year,Trimestre,mes,date,actividad,empleo,paro
3496,Mujeres,19,Guadalajara,2017T1,2017,1,3,2017-03-25,59.22,47.19,20.3
3497,Mujeres,19,Guadalajara,2016T4,2016,4,12,2016-12-25,59.44,48.5,18.41
3498,Mujeres,19,Guadalajara,2016T3,2016,3,9,2016-09-25,57.7,46.53,19.37
3499,Mujeres,19,Guadalajara,2016T2,2016,2,6,2016-06-25,60.7,48.73,19.73
3500,Mujeres,19,Guadalajara,2016T1,2016,1,3,2016-03-25,60.66,47.11,22.34
3532,Mujeres,21,Huelva,2019T4,2019,4,12,2019-12-25,51.74,36.45,29.55
3533,Mujeres,21,Huelva,2019T3,2019,3,9,2019-09-25,49.44,36.11,26.97
3534,Mujeres,21,Huelva,2019T2,2019,2,6,2019-06-25,53.71,42.32,21.2
3535,Mujeres,21,Huelva,2019T1,2019,1,3,2019-03-25,52.58,37.87,27.97
3536,Mujeres,21,Huelva,2018T4,2018,4,12,2018-12-25,47.07,35.52,24.55
3537,Mujeres,21,Huelva,2018T3,2018,3,9,2018-09-25,48.57,34.47,29.02
3538,Mujeres,21,Huelva,2018T2,2018,2,6,2018-06-25,51.55,40.25,21.92
3539,Mujeres,21,Huelva,2018T1,2018,1,3,2018-03-25,49.44,37.78,23.57
3540,Mujeres,21,Huelva,2017T4,2017,4,12,2017-12-25,46.9,34.85,25.69
3541,Mujeres,21,Huelva,2017T3,2017,3,9,2017-09-25,47.87,33.4,30.23
3542,Mujeres,21,Huelva,2017T2,2017,2,6,2017-06-25,49.72,38.74,22.08
3543,Mujeres,21,Huelva,2017T1,2017,1,3,2017-03-25,49.11,35.0,28.73
3544,Mujeres,21,Huelva,2016T4,2016,4,12,2016-12-25,47.65,32.29,32.25
3545,Mujeres,21,Huelva,2016T3,2016,3,9,2016-09-25,47.67,31.93,33.02
3546,Mujeres,21,Huelva,2016T2,2016,2,6,2016-06-25,50.76,36.38,28.34
3547,Mujeres,21,Huelva,2016T1,2016,1,3,2016-03-25,51.29,33.57,34.55
3579,Mujeres,22,Huesca,2019T4,2019,4,12,2019-12-25,53.95,48.66,9.8
3580,Mujeres,22,Huesca,2019T3,2019,3,9,2019-09-25,52.6,47.57,9.56
3581,Mujeres,22,Huesca,2019T2,2019,2,6,2019-06-25,51.63,46.92,9.11
3582,Mujeres,22,Huesca,2019T1,2019,1,3,2019-03-25,49.65,44.92,9.52
3583,Mujeres,22,Huesca,2018T4,2018,4,12,2018-12-25,51.38,45.96,10.56
3584,Mujeres,22,Huesca,2018T3,2018,3,9,2018-09-25,53.02,46.99,11.37
3585,Mujeres,22,Huesca,2018T2,2018,2,6,2018-06-25,52.37,45.16,13.77
3586,Mujeres,22,Huesca,2018T1,2018,1,3,2018-03-25,50.6,44.74,11.58
3587,Mujeres,22,Huesca,2017T4,2017,4,12,2017-12-25,51.73,45.79,11.49
3588,Mujeres,22,Huesca,2017T3,2017,3,9,2017-09-25,53.9,50.56,6.18
3589,Mujeres,22,Huesca,2017T2,2017,2,6,2017-06-25,49.7,43.35,12.77
3590,Mujeres,22,Huesca,2017T1,2017,1,3,2017-03-25,53.08,46.36,12.66
3591,Mujeres,22,Huesca,2016T4,2016,4,12,2016-12-25,54.04,46.56,13.84
3592,Mujeres,22,Huesca,2016T3,2016,3,9,2016-09-25,53.88,48.2,10.54
3593,Mujeres,22,Huesca,2016T2,2016,2,6,2016-06-25,54.1,45.16,16.53
3594,Mujeres,22,Huesca,2016T1,2016,1,3,2016-03-25,53.2,44.08,17.14
3626,Mujeres,23,Jaén,2019T4,2019,4,12,2019-12-25,43.95,32.67,25.68
3627,Mujeres,23,Jaén,2019T3,2019,3,9,2019-09-25,44.78,30.46,31.98
3628,Mujeres,23,Jaén,2019T2,2019,2,6,2019-06-25,45.31,30.75,32.14
3629,Mujeres,23,Jaén,2019T1,2019,1,3,2019-03-25,47.1,35.41,24.81
3630,Mujeres,23,Jaén,2018T4,2018,4,12,2018-12-25,46.65,33.55,28.08
3631,Mujeres,23,Jaén,2018T3,2018,3,9,2018-09-25,45.21,33.62,25.62
3632,Mujeres,23,Jaén,2018T2,2018,2,6,2018-06-25,45.64,33.58,26.43
3633,Mujeres,23,Jaén,2018T1,2018,1,3,2018-03-25,46.36,34.6,25.37
3634,Mujeres,23,Jaén,2017T4,2017,4,12,2017-12-25,46.79,33.08,29.31
3635,Mujeres,23,Jaén,2017T3,2017,3,9,2017-09-25,46.51,30.94,33.48
3636,Mujeres,23,Jaén,2017T2,2017,2,6,2017-06-25,47.88,31.63,33.93
3637,Mujeres,23,Jaén,2017T1,2017,1,3,2017-03-25,47.4,33.65,29.0
3638,Mujeres,23,Jaén,2016T4,2016,4,12,2016-12-25,46.87,29.35,37.38
3639,Mujeres,23,Jaén,2016T3,2016,3,9,2016-09-25,45.65,27.79,39.12
3640,Mujeres,23,Jaén,2016T2,2016,2,6,2016-06-25,46.87,28.16,39.92
3641,Mujeres,23,Jaén,2016T1,2016,1,3,2016-03-25,48.16,32.07,33.42
3673,Mujeres,24,León,2019T4,2019,4,12,2019-12-25,47.82,40.91,14.45
3674,Mujeres,24,León,2019T3,2019,3,9,2019-09-25,48.23,41.42,14.13
3675,Mujeres,24,León,2019T2,2019,2,6,2019-06-25,47.28,40.62,14.07
3676,Mujeres,24,León,2019T1,2019,1,3,2019-03-25,44.91,37.95,15.49
3677,Mujeres,24,León,2018T4,2018,4,12,2018-12-25,45.57,40.36,11.42
3678,Mujeres,24,León,2018T3,2018,3,9,2018-09-25,45.27,40.25,11.1
3679,Mujeres,24,León,2018T2,2018,2,6,2018-06-25,45.47,38.87,14.51
3680,Mujeres,24,León,2018T1,2018,1,3,2018-03-25,46.26,37.8,18.3
3681,Mujeres,24,León,2017T4,2017,4,12,2017-12-25,44.93,36.75,18.21
3682,Mujeres,24,León,2017T3,2017,3,9,2017-09-25,45.19,37.0,18.13
3683,Mujeres,24,León,2017T2,2017,2,6,2017-06-25,45.12,37.26,17.43
3684,Mujeres,24,León,2017T1,2017,1,3,2017-03-25,44.54,35.69,19.88
3685,Mujeres,24,León,2016T4,2016,4,12,2016-12-25,45.43,36.61,19.42
3686,Mujeres,24,León,2016T3,2016,3,9,2016-09-25,46.49,37.9,18.48
3687,Mujeres,24,León,2016T2,2016,2,6,2016-06-25,45.02,36.34,19.29
3688,Mujeres,24,León,2016T1,2016,1,3,2016-03-25,46.34,36.0,22.32
3720,Mujeres,25,Lleida,2019T4,2019,4,12,2019-12-25,60.19,53.27,11.49
3721,Mujeres,25,Lleida,2019T3,2019,3,9,2019-09-25,56.06,52.13,7.01
3722,Mujeres,25,Lleida,2019T2,2019,2,6,2019-06-25,55.58,50.51,9.11
3723,Mujeres,25,Lleida,2019T1,2019,1,3,2019-03-25,55.87,49.18,11.98
3724,Mujeres,25,Lleida,2018T4,2018,4,12,2018-12-25,57.47,50.0,12.99
3725,Mujeres,25,Lleida,2018T3,2018,3,9,2018-09-25,53.1,47.77,10.05
3726,Mujeres,25,Lleida,2018T2,2018,2,6,2018-06-25,54.2,47.53,12.31
3727,Mujeres,25,Lleida,2018T1,2018,1,3,2018-03-25,54.59,48.66,10.87
3728,Mujeres,25,Lleida,2017T4,2017,4,12,2017-12-25,55.11,49.05,11.0
3729,Mujeres,25,Lleida,2017T3,2017,3,9,2017-09-25,54.54,46.54,14.67
3730,Mujeres,25,Lleida,2017T2,2017,2,6,2017-06-25,51.87,44.18,14.82
3731,Mujeres,25,Lleida,2017T1,2017,1,3,2017-03-25,52.56,44.9,14.56
3732,Mujeres,25,Lleida,2016T4,2016,4,12,2016-12-25,53.32,46.93,11.99
3733,Mujeres,25,Lleida,2016T3,2016,3,9,2016-09-25,52.37,46.41,11.39
3734,Mujeres,25,Lleida,2016T2,2016,2,6,2016-06-25,53.06,45.61,14.04
3735,Mujeres,25,Lleida,2016T1,2016,1,3,2016-03-25,55.44,45.21,18.46
3767,Mujeres,27,Lugo,2019T4,2019,4,12,2019-12-25,48.4,42.68,11.81
3768,Mujeres,27,Lugo,2019T3,2019,3,9,2019-09-25,48.15,42.69,11.33
3769,Mujeres,27,Lugo,2019T2,2019,2,6,2019-06-25,47.61,43.21,9.25
3770,Mujeres,27,Lugo,2019T1,2019,1,3,2019-03-25,46.64,42.51,8.86
3771,Mujeres,27,Lugo,2018T4,2018,4,12,2018-12-25,48.5,43.03,11.28
3772,Mujeres,27,Lugo,2018T3,2018,3,9,2018-09-25,47.92,43.14,9.98
3773,Mujeres,27,Lugo,2018T2,2018,2,6,2018-06-25,48.46,42.89,11.5
3774,Mujeres,27,Lugo,2018T1,2018,1,3,2018-03-25,47.28,42.15,10.85
3775,Mujeres,27,Lugo,2017T4,2017,4,12,2017-12-25,46.37,40.87,11.87
3776,Mujeres,27,Lugo,2017T3,2017,3,9,2017-09-25,47.28,41.31,12.64
3777,Mujeres,27,Lugo,2017T2,2017,2,6,2017-06-25,47.1,40.1,14.85
3778,Mujeres,27,Lugo,2017T1,2017,1,3,2017-03-25,46.14,38.61,16.32
3779,Mujeres,27,Lugo,2016T4,2016,4,12,2016-12-25,45.64,39.38,13.7
3780,Mujeres,27,Lugo,2016T3,2016,3,9,2016-09-25,47.69,40.85,14.34
3781,Mujeres,27,Lugo,2016T2,2016,2,6,2016-06-25,48.64,40.78,16.15
3782,Mujeres,27,Lugo,2016T1,2016,1,3,2016-03-25,49.34,40.4,18.11
3814,Mujeres,28,Madrid,2019T4,2019,4,12,2019-12-25,59.21,52.93,10.6
3815,Mujeres,28,Madrid,2019T3,2019,3,9,2019-09-25,57.55,51.12,11.17
3816,Mujeres,28,Madrid,2019T2,2019,2,6,2019-06-25,58.43,51.82,11.32
3817,Mujeres,28,Madrid,2019T1,2019,1,3,2019-03-25,58.25,50.78,12.82
3818,Mujeres,28,Madrid,2018T4,2018,4,12,2018-12-25,58.14,51.13,12.05
3819,Mujeres,28,Madrid,2018T3,2018,3,9,2018-09-25,57.34,50.14,12.56
3820,Mujeres,28,Madrid,2018T2,2018,2,6,2018-06-25,57.85,50.42,12.83
3821,Mujeres,28,Madrid,2018T1,2018,1,3,2018-03-25,58.39,50.23,13.97
3822,Mujeres,28,Madrid,2017T4,2017,4,12,2017-12-25,58.9,50.34,14.53
3823,Mujeres,28,Madrid,2017T3,2017,3,9,2017-09-25,57.74,50.28,12.93
3824,Mujeres,28,Madrid,2017T2,2017,2,6,2017-06-25,57.77,50.08,13.32
3825,Mujeres,28,Madrid,2017T1,2017,1,3,2017-03-25,57.79,49.16,14.93
3826,Mujeres,28,Madrid,2016T4,2016,4,12,2016-12-25,58.42,49.61,15.08
3827,Mujeres,28,Madrid,2016T3,2016,3,9,2016-09-25,58.17,48.79,16.14
3828,Mujeres,28,Madrid,2016T2,2016,2,6,2016-06-25,59.34,49.35,16.83
3829,Mujeres,28,Madrid,2016T1,2016,1,3,2016-03-25,59.49,48.9,17.79
3861,Mujeres,29,Málaga,2019T4,2019,4,12,2019-12-25,51.74,41.66,19.48
3862,Mujeres,29,Málaga,2019T3,2019,3,9,2019-09-25,52.32,41.34,20.99
3863,Mujeres,29,Málaga,2019T2,2019,2,6,2019-06-25,51.13,41.41,19.03
3864,Mujeres,29,Málaga,2019T1,2019,1,3,2019-03-25,51.26,40.66,20.68
3865,Mujeres,29,Málaga,2018T4,2018,4,12,2018-12-25,49.31,39.32,20.26
3866,Mujeres,29,Málaga,2018T3,2018,3,9,2018-09-25,50.32,39.03,22.43
3867,Mujeres,29,Málaga,2018T2,2018,2,6,2018-06-25,51.81,39.41,23.93
3868,Mujeres,29,Málaga,2018T1,2018,1,3,2018-03-25,50.05,36.74,26.59
3869,Mujeres,29,Málaga,2017T4,2017,4,12,2017-12-25,50.56,38.73,23.4
3870,Mujeres,29,Málaga,2017T3,2017,3,9,2017-09-25,49.94,39.02,21.87
3871,Mujeres,29,Málaga,2017T2,2017,2,6,2017-06-25,50.95,39.05,23.35
3872,Mujeres,29,Málaga,2017T1,2017,1,3,2017-03-25,51.19,36.53,28.63
3873,Mujeres,29,Málaga,2016T4,2016,4,12,2016-12-25,50.38,37.36,25.84
3874,Mujeres,29,Málaga,2016T3,2016,3,9,2016-09-25,52.71,38.02,27.87
3875,Mujeres,29,Málaga,2016T2,2016,2,6,2016-06-25,52.83,37.4,29.21
3876,Mujeres,29,Málaga,2016T1,2016,1,3,2016-03-25,54.73,36.85,32.67
3908,Mujeres,30,Murcia,2019T4,2019,4,12,2019-12-25,52.7,42.17,19.98
3909,Mujeres,30,Murcia,2019T3,2019,3,9,2019-09-25,52.0,43.36,16.62
3910,Mujeres,30,Murcia,2019T2,2019,2,6,2019-06-25,51.79,43.17,16.65
3911,Mujeres,30,Murcia,2019T1,2019,1,3,2019-03-25,51.25,41.19,19.62
3912,Mujeres,30,Murcia,2018T4,2018,4,12,2018-12-25,52.83,42.0,20.5
3913,Mujeres,30,Murcia,2018T3,2018,3,9,2018-09-25,52.12,41.83,19.73
3914,Mujeres,30,Murcia,2018T2,2018,2,6,2018-06-25,52.06,41.42,20.44
3915,Mujeres,30,Murcia,2018T1,2018,1,3,2018-03-25,51.86,39.8,23.26
3916,Mujeres,30,Murcia,2017T4,2017,4,12,2017-12-25,52.07,41.69,19.94
3917,Mujeres,30,Murcia,2017T3,2017,3,9,2017-09-25,52.45,41.66,20.57
3918,Mujeres,30,Murcia,2017T2,2017,2,6,2017-06-25,53.01,41.44,21.84
3919,Mujeres,30,Murcia,2017T1,2017,1,3,2017-03-25,52.04,39.58,23.94
3920,Mujeres,30,Murcia,2016T4,2016,4,12,2016-12-25,51.85,40.29,22.31
3921,Mujeres,30,Murcia,2016T3,2016,3,9,2016-09-25,51.05,39.84,21.96
3922,Mujeres,30,Murcia,2016T2,2016,2,6,2016-06-25,50.57,39.67,21.54
3923,Mujeres,30,Murcia,2016T1,2016,1,3,2016-03-25,50.75,37.45,26.22
3955,Mujeres,31,Navarra,2019T4,2019,4,12,2019-12-25,54.13,48.71,10.02
3956,Mujeres,31,Navarra,2019T3,2019,3,9,2019-09-25,54.01,48.63,9.96
3957,Mujeres,31,Navarra,2019T2,2019,2,6,2019-06-25,54.29,49.68,8.5
3958,Mujeres,31,Navarra,2019T1,2019,1,3,2019-03-25,53.34,48.88,8.37
3959,Mujeres,31,Navarra,2018T4,2018,4,12,2018-12-25,55.86,49.74,10.96
3960,Mujeres,31,Navarra,2018T3,2018,3,9,2018-09-25,54.24,48.02,11.48
3961,Mujeres,31,Navarra,2018T2,2018,2,6,2018-06-25,55.22,49.25,10.82
3962,Mujeres,31,Navarra,2018T1,2018,1,3,2018-03-25,54.18,48.17,11.1
3963,Mujeres,31,Navarra,2017T4,2017,4,12,2017-12-25,54.01,47.7,11.69
3964,Mujeres,31,Navarra,2017T3,2017,3,9,2017-09-25,53.15,45.68,14.05
3965,Mujeres,31,Navarra,2017T2,2017,2,6,2017-06-25,54.47,46.62,14.43
3966,Mujeres,31,Navarra,2017T1,2017,1,3,2017-03-25,53.8,47.1,12.45
3967,Mujeres,31,Navarra,2016T4,2016,4,12,2016-12-25,54.26,48.35,10.9
3968,Mujeres,31,Navarra,2016T3,2016,3,9,2016-09-25,54.31,46.84,13.76
3969,Mujeres,31,Navarra,2016T2,2016,2,6,2016-06-25,52.52,44.34,15.57
3970,Mujeres,31,Navarra,2016T1,2016,1,3,2016-03-25,54.13,44.99,16.88
4002,Mujeres,32,Ourense,2019T4,2019,4,12,2019-12-25,45.0,38.61,14.2
4003,Mujeres,32,Ourense,2019T3,2019,3,9,2019-09-25,44.02,37.73,14.3
4004,Mujeres,32,Ourense,2019T2,2019,2,6,2019-06-25,42.9,38.26,10.84
4005,Mujeres,32,Ourense,2019T1,2019,1,3,2019-03-25,44.32,37.68,14.99
4006,Mujeres,32,Ourense,2018T4,2018,4,12,2018-12-25,44.41,38.74,12.76
4007,Mujeres,32,Ourense,2018T3,2018,3,9,2018-09-25,44.66,36.66,17.91
4008,Mujeres,32,Ourense,2018T2,2018,2,6,2018-06-25,45.45,38.23,15.89
4009,Mujeres,32,Ourense,2018T1,2018,1,3,2018-03-25,44.31,38.01,14.21
4010,Mujeres,32,Ourense,2017T4,2017,4,12,2017-12-25,43.8,37.26,14.93
4011,Mujeres,32,Ourense,2017T3,2017,3,9,2017-09-25,43.79,35.98,17.84
4012,Mujeres,32,Ourense,2017T2,2017,2,6,2017-06-25,43.37,35.71,17.67
4013,Mujeres,32,Ourense,2017T1,2017,1,3,2017-03-25,45.48,36.31,20.15
4014,Mujeres,32,Ourense,2016T4,2016,4,12,2016-12-25,44.74,35.53,20.6
4015,Mujeres,32,Ourense,2016T3,2016,3,9,2016-09-25,43.8,36.05,17.7
4016,Mujeres,32,Ourense,2016T2,2016,2,6,2016-06-25,45.17,36.06,20.16
4017,Mujeres,32,Ourense,2016T1,2016,1,3,2016-03-25,45.15,35.31,21.78
4049,Mujeres,34,Palencia,2019T4,2019,4,12,2019-12-25,47.42,42.07,11.28
4050,Mujeres,34,Palencia,2019T3,2019,3,9,2019-09-25,47.63,43.53,8.62
4051,Mujeres,34,Palencia,2019T2,2019,2,6,2019-06-25,46.87,40.38,13.85
4052,Mujeres,34,Palencia,2019T1,2019,1,3,2019-03-25,46.33,39.54,14.66
4053,Mujeres,34,Palencia,2018T4,2018,4,12,2018-12-25,46.9,38.14,18.68
4054,Mujeres,34,Palencia,2018T3,2018,3,9,2018-09-25,46.66,39.99,14.29
4055,Mujeres,34,Palencia,2018T2,2018,2,6,2018-06-25,47.18,41.73,11.55
4056,Mujeres,34,Palencia,2018T1,2018,1,3,2018-03-25,49.38,41.61,15.72
4057,Mujeres,34,Palencia,2017T4,2017,4,12,2017-12-25,49.74,41.73,16.09
4058,Mujeres,34,Palencia,2017T3,2017,3,9,2017-09-25,49.65,40.86,17.7
4059,Mujeres,34,Palencia,2017T2,2017,2,6,2017-06-25,48.36,40.61,16.02
4060,Mujeres,34,Palencia,2017T1,2017,1,3,2017-03-25,46.87,38.88,17.04
4061,Mujeres,34,Palencia,2016T4,2016,4,12,2016-12-25,43.84,36.97,15.66
4062,Mujeres,34,Palencia,2016T3,2016,3,9,2016-09-25,45.74,38.4,16.04
4063,Mujeres,34,Palencia,2016T2,2016,2,6,2016-06-25,47.22,38.0,19.51
4064,Mujeres,34,Palencia,2016T1,2016,1,3,2016-03-25,48.0,38.56,19.67
4096,Mujeres,35,Las Palmas,2019T4,2019,4,12,2019-12-25,56.51,44.33,21.55
4097,Mujeres,35,Las Palmas,2019T3,2019,3,9,2019-09-25,55.73,40.92,26.58
4098,Mujeres,35,Las Palmas,2019T2,2019,2,6,2019-06-25,55.95,42.41,24.2
4099,Mujeres,35,Las Palmas,2019T1,2019,1,3,2019-03-25,55.17,42.98,22.09
4100,Mujeres,35,Las Palmas,2018T4,2018,4,12,2018-12-25,57.56,45.64,20.71
4101,Mujeres,35,Las Palmas,2018T3,2018,3,9,2018-09-25,57.44,46.08,19.78
4102,Mujeres,35,Las Palmas,2018T2,2018,2,6,2018-06-25,55.42,43.35,21.79
4103,Mujeres,35,Las Palmas,2018T1,2018,1,3,2018-03-25,56.28,43.49,22.74
4104,Mujeres,35,Las Palmas,2017T4,2017,4,12,2017-12-25,56.18,43.2,23.1
4105,Mujeres,35,Las Palmas,2017T3,2017,3,9,2017-09-25,56.08,40.29,28.16
4106,Mujeres,35,Las Palmas,2017T2,2017,2,6,2017-06-25,57.36,40.92,28.66
4107,Mujeres,35,Las Palmas,2017T1,2017,1,3,2017-03-25,56.03,40.47,27.77
4108,Mujeres,35,Las Palmas,2016T4,2016,4,12,2016-12-25,55.01,39.91,27.45
4109,Mujeres,35,Las Palmas,2016T3,2016,3,9,2016-09-25,54.62,38.39,29.72
4110,Mujeres,35,Las Palmas,2016T2,2016,2,6,2016-06-25,55.01,38.24,30.49
4111,Mujeres,35,Las Palmas,2016T1,2016,1,3,2016-03-25,53.34,38.2,28.39
4143,Mujeres,36,Pontevedra,2019T4,2019,4,12,2019-12-25,49.01,41.39,15.54
4144,Mujeres,36,Pontevedra,2019T3,2019,3,9,2019-09-25,49.87,42.27,15.25
4145,Mujeres,36,Pontevedra,2019T2,2019,2,6,2019-06-25,49.33,42.11,14.64
4146,Mujeres,36,Pontevedra,2019T1,2019,1,3,2019-03-25,49.37,41.12,16.72
4147,Mujeres,36,Pontevedra,2018T4,2018,4,12,2018-12-25,48.58,41.03,15.54
4148,Mujeres,36,Pontevedra,2018T3,2018,3,9,2018-09-25,49.66,41.65,16.13
4149,Mujeres,36,Pontevedra,2018T2,2018,2,6,2018-06-25,50.68,41.65,17.82
4150,Mujeres,36,Pontevedra,2018T1,2018,1,3,2018-03-25,49.98,39.84,20.29
4151,Mujeres,36,Pontevedra,2017T4,2017,4,12,2017-12-25,49.34,40.46,18.0
4152,Mujeres,36,Pontevedra,2017T3,2017,3,9,2017-09-25,50.39,41.23,18.18
4153,Mujeres,36,Pontevedra,2017T2,2017,2,6,2017-06-25,50.48,40.65,19.47
4154,Mujeres,36,Pontevedra,2017T1,2017,1,3,2017-03-25,49.53,39.56,20.14
4155,Mujeres,36,Pontevedra,2016T4,2016,4,12,2016-12-25,48.62,39.62,18.52
4156,Mujeres,36,Pontevedra,2016T3,2016,3,9,2016-09-25,49.21,40.42,17.86
4157,Mujeres,36,Pontevedra,2016T2,2016,2,6,2016-06-25,48.97,38.47,21.45
4158,Mujeres,36,Pontevedra,2016T1,2016,1,3,2016-03-25,48.43,38.31,20.89
4190,Mujeres,26,La Rioja,2019T4,2019,4,12,2019-12-25,54.96,49.83,9.33
4191,Mujeres,26,La Rioja,2019T3,2019,3,9,2019-09-25,53.72,49.4,8.05
4192,Mujeres,26,La Rioja,2019T2,2019,2,6,2019-06-25,55.77,50.38,9.67
4193,Mujeres,26,La Rioja,2019T1,2019,1,3,2019-03-25,55.67,49.0,11.98
4194,Mujeres,26,La Rioja,2018T4,2018,4,12,2018-12-25,55.38,49.1,11.33
4195,Mujeres,26,La Rioja,2018T3,2018,3,9,2018-09-25,54.5,48.45,11.11
4196,Mujeres,26,La Rioja,2018T2,2018,2,6,2018-06-25,55.11,48.06,12.8
4197,Mujeres,26,La Rioja,2018T1,2018,1,3,2018-03-25,53.77,47.23,12.18
4198,Mujeres,26,La Rioja,2017T4,2017,4,12,2017-12-25,53.03,45.64,13.94
4199,Mujeres,26,La Rioja,2017T3,2017,3,9,2017-09-25,53.29,45.7,14.24
4200,Mujeres,26,La Rioja,2017T2,2017,2,6,2017-06-25,53.58,45.68,14.73
4201,Mujeres,26,La Rioja,2017T1,2017,1,3,2017-03-25,53.95,45.06,16.47
4202,Mujeres,26,La Rioja,2016T4,2016,4,12,2016-12-25,53.48,46.59,12.89
4203,Mujeres,26,La Rioja,2016T3,2016,3,9,2016-09-25,53.39,45.64,14.52
4204,Mujeres,26,La Rioja,2016T2,2016,2,6,2016-06-25,54.33,44.22,18.6
4205,Mujeres,26,La Rioja,2016T1,2016,1,3,2016-03-25,51.67,44.17,14.51
4237,Mujeres,37,Salamanca,2019T4,2019,4,12,2019-12-25,46.5,38.98,16.17
4238,Mujeres,37,Salamanca,2019T3,2019,3,9,2019-09-25,46.62,40.18,13.81
4239,Mujeres,37,Salamanca,2019T2,2019,2,6,2019-06-25,45.87,38.08,16.98
4240,Mujeres,37,Salamanca,2019T1,2019,1,3,2019-03-25,45.32,38.28,15.52
4241,Mujeres,37,Salamanca,2018T4,2018,4,12,2018-12-25,44.4,38.55,13.17
4242,Mujeres,37,Salamanca,2018T3,2018,3,9,2018-09-25,47.03,40.12,14.7
4243,Mujeres,37,Salamanca,2018T2,2018,2,6,2018-06-25,46.96,39.97,14.89
4244,Mujeres,37,Salamanca,2018T1,2018,1,3,2018-03-25,46.04,38.45,16.49
4245,Mujeres,37,Salamanca,2017T4,2017,4,12,2017-12-25,46.91,39.91,14.92
4246,Mujeres,37,Salamanca,2017T3,2017,3,9,2017-09-25,49.03,41.51,15.34
4247,Mujeres,37,Salamanca,2017T2,2017,2,6,2017-06-25,47.59,39.24,17.55
4248,Mujeres,37,Salamanca,2017T1,2017,1,3,2017-03-25,47.14,38.01,19.36
4249,Mujeres,37,Salamanca,2016T4,2016,4,12,2016-12-25,44.5,37.03,16.78
4250,Mujeres,37,Salamanca,2016T3,2016,3,9,2016-09-25,46.83,38.51,17.76
4251,Mujeres,37,Salamanca,2016T2,2016,2,6,2016-06-25,46.68,37.37,19.94
4252,Mujeres,37,Salamanca,2016T1,2016,1,3,2016-03-25,44.94,36.34,19.15
4284,Mujeres,38,Santa Cruz de Tenerife,2019T4,2019,4,12,2019-12-25,55.05,44.64,18.9
4285,Mujeres,38,Santa Cruz de Tenerife,2019T3,2019,3,9,2019-09-25,53.5,42.21,21.11
4286,Mujeres,38,Santa Cruz de Tenerife,2019T2,2019,2,6,2019-06-25,54.19,44.08,18.66
4287,Mujeres,38,Santa Cruz de Tenerife,2019T1,2019,1,3,2019-03-25,55.32,43.56,21.26
4288,Mujeres,38,Santa Cruz de Tenerife,2018T4,2018,4,12,2018-12-25,54.92,43.37,21.03
4289,Mujeres,38,Santa Cruz de Tenerife,2018T3,2018,3,9,2018-09-25,54.07,42.9,20.67
4290,Mujeres,38,Santa Cruz de Tenerife,2018T2,2018,2,6,2018-06-25,54.38,41.87,23.01
4291,Mujeres,38,Santa Cruz de Tenerife,2018T1,2018,1,3,2018-03-25,53.47,41.84,21.76
4292,Mujeres,38,Santa Cruz de Tenerife,2017T4,2017,4,12,2017-12-25,56.57,42.09,25.6
4293,Mujeres,38,Santa Cruz de Tenerife,2017T3,2017,3,9,2017-09-25,55.06,42.26,23.25
4294,Mujeres,38,Santa Cruz de Tenerife,2017T2,2017,2,6,2017-06-25,54.1,40.78,24.62
4295,Mujeres,38,Santa Cruz de Tenerife,2017T1,2017,1,3,2017-03-25,56.2,41.45,26.24
4296,Mujeres,38,Santa Cruz de Tenerife,2016T4,2016,4,12,2016-12-25,57.73,42.93,25.64
4297,Mujeres,38,Santa Cruz de Tenerife,2016T3,2016,3,9,2016-09-25,58.11,42.94,26.11
4298,Mujeres,38,Santa Cruz de Tenerife,2016T2,2016,2,6,2016-06-25,57.43,41.09,28.45
4299,Mujeres,38,Santa Cruz de Tenerife,2016T1,2016,1,3,2016-03-25,57.33,41.44,27.73
4331,Mujeres,40,Segovia,2019T4,2019,4,12,2019-12-25,56.33,49.51,12.12
4332,Mujeres,40,Segovia,2019T3,2019,3,9,2019-09-25,53.28,47.96,9.99
4333,Mujeres,40,Segovia,2019T2,2019,2,6,2019-06-25,52.01,45.65,12.23
4334,Mujeres,40,Segovia,2019T1,2019,1,3,2019-03-25,48.25,42.87,11.16
4335,Mujeres,40,Segovia,2018T4,2018,4,12,2018-12-25,50.19,44.56,11.23
4336,Mujeres,40,Segovia,2018T3,2018,3,9,2018-09-25,50.58,44.56,11.92
4337,Mujeres,40,Segovia,2018T2,2018,2,6,2018-06-25,51.68,42.69,17.4
4338,Mujeres,40,Segovia,2018T1,2018,1,3,2018-03-25,49.56,40.83,17.6
4339,Mujeres,40,Segovia,2017T4,2017,4,12,2017-12-25,51.72,42.21,18.39
4340,Mujeres,40,Segovia,2017T3,2017,3,9,2017-09-25,53.31,45.88,13.94
4341,Mujeres,40,Segovia,2017T2,2017,2,6,2017-06-25,54.37,46.96,13.63
4342,Mujeres,40,Segovia,2017T1,2017,1,3,2017-03-25,55.55,46.47,16.33
4343,Mujeres,40,Segovia,2016T4,2016,4,12,2016-12-25,54.39,46.44,14.61
4344,Mujeres,40,Segovia,2016T3,2016,3,9,2016-09-25,54.63,45.9,15.99
4345,Mujeres,40,Segovia,2016T2,2016,2,6,2016-06-25,53.92,43.29,19.7
